date,units_sold,unit_price,cost,daily_revenue,product_type,style,customer_segment,channel,ad_spend
2024-11-07 00:00:00,14,27.25,22.2,381.5,Jacket,Casual,Mid,Online,91.13
2024-02-07 00:00:00,4,70.13,56.29,280.52,Pants,Casual,Budget,Online,17.14
2024-08-27 00:00:00,16,77.95,50.63,1247.2,Pants,Casual,Budget,Online,38.55
2023-12-12 00:00:00,12,29.71,24.06,356.52,Shirt,Casual,Mid,In-store,35.69
2024-09-25 00:00:00,2,85.31,49,170.62,Dress,Sport,Premium,In-store,38.35
2024-07-10 00:00:00,17,132.25,80.4,2248.25,Shirt,Sport,Mid,In-store,21.46
2024-04-06 00:00:00,17,83.91,47.68,1426.47,Dress,Formal,Premium,In-store,33.63
2023-02-09 00:00:00,2,67.19,30.39,134.38,Dress,Formal,Budget,Online,15.25
2023-10-05 00:00:00,12,149.7,124.19,1796.4,Shirt,Sport,Premium,In-store,28.47
2023-06-14 00:00:00,7,11.07,7.49,77.49,Shirt,Sport,Premium,Online,43.21
2023-05-05 00:00:00,14,8.77,5.77,122.78,Dress,Formal,Premium,Online,23.25
2024-12-06 00:00:00,5,94.42,66.75,472.1,Pants,Casual,Budget,Online,28.35
2024-05-03 00:00:00,1,124.53,98.47,124.53,Pants,Formal,Mid,Online,75.16
2023-05-12 00:00:00,13,75.22,30.98,977.86,Jacket,Sport,Premium,Online,54.53
2024-04-25 00:00:00,19,7.12,3.13,135.28,Jacket,Sport,Mid,Online,35.78
2024-09-05 00:00:00,14,39.93,32.92,559.02,Dress,Sport,Budget,Online,8
2024-05-20 00:00:00,9,146.71,111.61,1320.39,Pants,Casual,Budget,In-store,17.54
2023-09-20 00:00:00,15,133.75,57.32,2006.25,Pants,Formal,Budget,Online,80.65
2023-02-10 00:00:00,6,129.35,96.34,776.1,Pants,Sport,Premium,In-store,44.87
2023-04-28 00:00:00,20,54.73,41.52,1094.6,Shirt,Sport,Premium,In-store,49.79
2024-03-01 00:00:00,9,21.66,14.33,194.94,Dress,Casual,Mid,Online,26.48
2024-12-22 00:00:00,13,26.7,15.3,347.1,Jacket,Sport,Premium,In-store,21.27
2023-02-18 00:00:00,12,95.24,45.22,1142.88,Dress,Sport,Premium,Online,61.41
2024-03-11 00:00:00,3,106.43,87.48,319.29,Dress,Formal,Budget,Online,81.49
2023-03-04 00:00:00,2,85.06,60.27,170.12,Pants,Formal,Mid,In-store,52.47
2023-06-17 00:00:00,8,49.86,26.9,398.88,Shirt,Casual,Budget,Online,74.61
2024-10-19 00:00:00,4,107.84,60.39,431.36,Jacket,Sport,Premium,In-store,99.64
2023-05-17 00:00:00,7,91.52,45.03,640.64,Pants,Casual,Mid,In-store,43.81
2024-11-05 00:00:00,9,80.63,66.5,725.67,Dress,Formal,Budget,In-store,88.89
2023-04-17 00:00:00,5,116.58,82.38,582.9,Dress,Formal,Premium,In-store,83.54
2024-03-04 00:00:00,13,50.21,33.44,652.73,Jacket,Sport,Mid,Online,70.66
2023-09-02 00:00:00,3,142.34,88.46,427.02,Pants,Casual,Mid,In-store,29.12
2024-06-04 00:00:00,19,36.03,29.23,684.57,Pants,Sport,Premium,In-store,47.5
2023-09-29 00:00:00,10,96.93,61.6,969.3,Dress,Sport,Budget,In-store,75.29
2023-12-16 00:00:00,4,100.74,64.48,402.96,Jacket,Formal,Premium,Online,40.92
2023-01-24 00:00:00,18,22.85,13.46,411.3,Dress,Casual,Budget,Online,48.32
2024-02-22 00:00:00,18,69.93,32.61,1258.74,Dress,Formal,Mid,Online,61.18
2023-12-12 00:00:00,18,16.34,13.71,294.12,Shirt,Formal,Mid,In-store,16.76
2024-05-28 00:00:00,8,26.29,13.98,210.32,Shirt,Sport,Premium,In-store,26.12
2024-04-13 00:00:00,3,86.57,42.54,259.71,Shirt,Formal,Premium,Online,20.12
2023-11-17 00:00:00,7,50.27,34.06,351.89,Shirt,Formal,Budget,Online,34.43
2024-10-04 00:00:00,4,122.4,85.74,489.6,Shirt,Formal,Premium,Online,10.6
2023-11-08 00:00:00,16,70.19,33.38,1123.04,Dress,Formal,Mid,In-store,41.87
2023-05-21 00:00:00,15,147.38,95.43,2210.7,Dress,Sport,Premium,Online,13.37
2023-04-03 00:00:00,12,26.14,11.93,313.68,Pants,Formal,Budget,In-store,35.74
2024-02-24 00:00:00,18,89.22,64.2,1605.96,Jacket,Casual,Mid,In-store,55.69
2023-07-21 00:00:00,3,73.33,40.32,219.99,Jacket,Sport,Premium,In-store,41.11
2024-08-28 00:00:00,3,49.61,41.12,148.83,Shirt,Sport,Budget,In-store,20.93
2024-02-26 00:00:00,13,12.8,9.28,166.4,Pants,Formal,Mid,Online,73.03
2023-05-23 00:00:00,13,79,56.36,1027,Shirt,Casual,Mid,Online,39.88
2024-09-08 00:00:00,16,56.98,27.26,911.68,Shirt,Formal,Budget,Online,28.66
2024-06-08 00:00:00,17,61.82,43.77,1050.94,Dress,Casual,Premium,In-store,92.16
2024-02-16 00:00:00,1,13.55,11.46,13.55,Shirt,Casual,Budget,Online,92.59
2024-06-10 00:00:00,4,126.41,70.77,505.64,Jacket,Formal,Mid,In-store,57.5
2023-06-23 00:00:00,12,148.21,62.16,1778.52,Shirt,Sport,Mid,Online,30.31
2023-06-14 00:00:00,19,107.29,63.4,2038.51,Jacket,Sport,Premium,In-store,8.38
2023-03-13 00:00:00,12,84.27,63.69,1011.24,Shirt,Sport,Budget,Online,50.24
2023-09-02 00:00:00,18,110.27,45.07,1984.86,Dress,Casual,Mid,In-store,85.19
2024-01-31 00:00:00,20,14.46,11.09,289.2,Shirt,Sport,Mid,In-store,47.18
2023-08-09 00:00:00,12,13.31,6.68,159.72,Jacket,Sport,Mid,Online,19.43
2024-07-05 00:00:00,17,85.53,51.7,1454.01,Shirt,Casual,Mid,In-store,76.13
2023-07-06 00:00:00,13,53.56,39.81,696.28,Pants,Casual,Budget,In-store,73.97
2023-01-30 00:00:00,6,59.44,48.37,356.64,Dress,Formal,Budget,In-store,70.31
2024-12-24 00:00:00,2,97.94,66.26,195.88,Jacket,Formal,Premium,In-store,40.46
2023-01-20 00:00:00,6,6.04,4.02,36.24,Shirt,Sport,Budget,In-store,98.53
2024-12-03 00:00:00,15,85.73,60.98,1285.95,Dress,Casual,Budget,Online,73.05
2023-08-30 00:00:00,1,128.64,95.3,128.64,Pants,Sport,Premium,In-store,39.33
2023-03-09 00:00:00,2,73.44,58.2,146.88,Pants,Formal,Mid,Online,28.93
2024-10-14 00:00:00,5,64.41,30.73,322.05,Pants,Sport,Mid,In-store,57.73
2023-10-25 00:00:00,20,139.02,56.93,2780.4,Dress,Casual,Mid,Online,84.81
2023-02-18 00:00:00,11,54.62,34.94,600.82,Pants,Formal,Budget,Online,9.26
2024-04-29 00:00:00,3,61.15,45.58,183.45,Shirt,Sport,Mid,Online,72.29
2024-05-24 00:00:00,9,18.25,11.53,164.25,Pants,Casual,Budget,In-store,26.18
2023-03-06 00:00:00,5,9.91,7.19,49.55,Dress,Formal,Budget,Online,77.77
2023-03-05 00:00:00,11,83.26,66.62,915.86,Shirt,Casual,Budget,In-store,18.79
2023-06-18 00:00:00,13,7.74,6.47,100.62,Shirt,Casual,Mid,In-store,42.72
2023-05-21 00:00:00,9,23.89,15.34,215.01,Pants,Sport,Premium,Online,75.87
2023-03-28 00:00:00,8,16.13,7.38,129.04,Dress,Casual,Premium,In-store,7
2024-03-09 00:00:00,8,107.2,77.93,857.6,Pants,Sport,Mid,Online,41.02
2023-04-16 00:00:00,17,44.66,24.43,759.22,Dress,Casual,Premium,Online,19.64
2023-02-12 00:00:00,11,54.9,26.73,603.9,Shirt,Formal,Budget,Online,22.18
2024-03-07 00:00:00,15,105.29,79,1579.35,Pants,Casual,Mid,In-store,70.31
2024-03-13 00:00:00,7,19.75,16.38,138.25,Shirt,Casual,Mid,In-store,81.2
2023-03-06 00:00:00,13,54.85,40.74,713.05,Jacket,Sport,Premium,In-store,99.9
2024-07-05 00:00:00,16,46.44,33.81,743.04,Pants,Sport,Budget,Online,50.22
2023-02-26 00:00:00,17,90.72,41.6,1542.24,Dress,Casual,Premium,In-store,14.75
2023-04-23 00:00:00,6,55.24,29.69,331.44,Jacket,Formal,Budget,In-store,64.86
2024-08-12 00:00:00,4,98.64,73.32,394.56,Shirt,Casual,Mid,In-store,17.71
2024-06-21 00:00:00,11,142.38,108.44,1566.18,Jacket,Sport,Mid,In-store,75.89
2024-04-17 00:00:00,2,112.3,51.77,224.6,Dress,Formal,Premium,Online,81.65
2024-09-02 00:00:00,18,49.48,30.34,890.64,Pants,Sport,Mid,Online,90.84
2024-12-16 00:00:00,10,26.47,16.07,264.7,Shirt,Sport,Budget,Online,40.14
2024-04-26 00:00:00,17,8.34,4.55,141.78,Dress,Formal,Mid,In-store,41.89
2024-08-16 00:00:00,1,23.31,11.91,23.31,Jacket,Formal,Mid,In-store,61.9
2024-09-19 00:00:00,17,58.25,39.85,990.25,Jacket,Casual,Budget,Online,21.45
2024-11-12 00:00:00,3,74.3,57.28,222.9,Jacket,Sport,Budget,In-store,58.17
2023-08-27 00:00:00,1,36.59,30.83,36.59,Dress,Casual,Premium,In-store,61.38
2024-10-28 00:00:00,1,108.77,80.42,108.77,Pants,Formal,Premium,In-store,56
2024-04-08 00:00:00,7,43.32,18.28,303.24,Dress,Sport,Budget,Online,29.62
2024-12-28 00:00:00,9,100.66,47.25,905.94,Jacket,Casual,Budget,In-store,44.29
2023-11-22 00:00:00,16,25.32,15.27,405.12,Pants,Casual,Premium,In-store,96.54
2024-01-11 00:00:00,14,24.31,13.7,340.34,Pants,Sport,Premium,In-store,41.73
2023-12-30 00:00:00,19,137.04,92.94,2603.76,Jacket,Sport,Premium,Online,61.2
2024-08-07 00:00:00,12,70.83,57.14,849.96,Jacket,Formal,Mid,In-store,21.77
2024-08-30 00:00:00,6,10.21,6.09,61.26,Dress,Formal,Mid,Online,36.03
2024-12-18 00:00:00,14,121.35,81.53,1698.9,Pants,Sport,Mid,In-store,88.25
2024-05-04 00:00:00,10,52.16,33.43,521.6,Jacket,Casual,Budget,Online,10.21
2023-12-17 00:00:00,14,47.59,39.46,666.26,Jacket,Sport,Premium,Online,92.28
2024-05-26 00:00:00,7,49.07,37.55,343.49,Pants,Sport,Budget,In-store,36.4
2023-07-08 00:00:00,8,136.19,107.32,1089.52,Shirt,Formal,Budget,In-store,36.44
2023-08-18 00:00:00,14,119.59,58.7,1674.26,Dress,Formal,Budget,In-store,86.35
2024-01-14 00:00:00,5,94.08,41.5,470.4,Dress,Sport,Budget,Online,71.05
2024-11-13 00:00:00,2,140.28,105.29,280.56,Dress,Sport,Premium,In-store,48.69
2023-11-18 00:00:00,15,71.33,42.01,1069.95,Shirt,Sport,Mid,Online,52.43
2024-10-08 00:00:00,9,129.75,76.92,1167.75,Dress,Casual,Premium,In-store,36.44
2023-03-17 00:00:00,13,11.37,4.69,147.81,Dress,Sport,Premium,Online,45.57
2023-02-25 00:00:00,1,92.75,57.74,92.75,Shirt,Casual,Budget,Online,60.84
2024-03-08 00:00:00,2,58.56,24.42,117.12,Pants,Sport,Mid,Online,66.39
2023-01-01 00:00:00,20,13.49,6.34,269.8,Jacket,Casual,Budget,Online,9.23
2024-12-30 00:00:00,14,93.42,38.08,1307.88,Pants,Formal,Budget,In-store,71.77
2023-03-10 00:00:00,20,83.42,45.45,1668.4,Pants,Sport,Budget,In-store,39.61
2023-01-01 00:00:00,14,107.87,50.91,1510.18,Dress,Sport,Premium,In-store,92.51
2024-01-01 00:00:00,6,68.84,33.67,413.04,Dress,Sport,Mid,Online,24.1
2023-05-23 00:00:00,4,82.1,45.74,328.4,Dress,Sport,Premium,Online,15.51
2024-07-06 00:00:00,7,12.33,10.34,86.31,Jacket,Casual,Budget,In-store,11.39
2024-09-17 00:00:00,12,124.46,77.33,1493.52,Dress,Casual,Mid,In-store,44.86
2023-12-23 00:00:00,12,76.83,51.72,921.96,Jacket,Casual,Mid,In-store,72.16
2023-09-01 00:00:00,1,39.36,28.74,39.36,Dress,Sport,Premium,Online,97.66
2024-09-03 00:00:00,4,57.49,42.07,229.96,Jacket,Casual,Budget,In-store,68.25
2024-04-06 00:00:00,19,88.25,45.81,1676.75,Pants,Sport,Premium,In-store,91.02
2023-05-18 00:00:00,19,133.2,83.83,2530.8,Shirt,Casual,Budget,Online,38.16
2024-10-07 00:00:00,1,28.47,21.85,28.47,Jacket,Casual,Premium,In-store,64.97
2024-11-22 00:00:00,14,121.64,87.97,1702.96,Pants,Formal,Mid,Online,5.24
2024-07-21 00:00:00,1,132.49,98.47,132.49,Shirt,Casual,Budget,Online,7.67
2024-12-07 00:00:00,15,115.29,65.16,1729.35,Dress,Casual,Mid,In-store,57.36
2024-04-01 00:00:00,10,104.18,80.97,1041.8,Dress,Formal,Premium,In-store,44.73
2024-07-02 00:00:00,17,70.19,41.99,1193.23,Dress,Casual,Premium,In-store,16.72
2024-10-10 00:00:00,10,105.09,72.68,1050.9,Dress,Formal,Budget,Online,59.95
2024-07-15 00:00:00,6,29.49,17.6,176.94,Jacket,Sport,Premium,Online,71.22
2024-03-22 00:00:00,12,26.43,21.44,317.16,Dress,Sport,Premium,In-store,30.68
2024-04-18 00:00:00,13,112.61,83.45,1463.93,Shirt,Formal,Budget,In-store,58.85
2023-05-11 00:00:00,13,99.52,72.28,1293.76,Jacket,Sport,Mid,In-store,59.81
2024-04-11 00:00:00,15,74.28,42.79,1114.2,Jacket,Sport,Mid,Online,51.23
2023-03-10 00:00:00,10,132.85,94.24,1328.5,Pants,Formal,Premium,In-store,51.05
2024-08-12 00:00:00,16,8.65,4.19,138.4,Pants,Sport,Budget,Online,25.31
2024-09-19 00:00:00,5,123.78,66.52,618.9,Shirt,Formal,Budget,Online,6.98
2023-10-18 00:00:00,7,13.19,8.35,92.33,Dress,Sport,Budget,Online,19.08
2024-04-24 00:00:00,13,53.64,43.61,697.32,Pants,Formal,Mid,Online,73.63
2024-08-18 00:00:00,7,8.71,5.4,60.97,Shirt,Sport,Budget,In-store,87.8
2023-03-28 00:00:00,20,63.61,37.86,1272.2,Jacket,Sport,Budget,In-store,52.49
2023-01-29 00:00:00,11,37.15,25.32,408.65,Dress,Sport,Mid,Online,10.25
2023-05-10 00:00:00,3,29.57,14.67,88.71,Shirt,Casual,Mid,Online,24.66
2024-10-08 00:00:00,9,114.22,75.1,1027.98,Dress,Formal,Premium,Online,5.28
2024-04-17 00:00:00,2,35.89,27.82,71.78,Dress,Formal,Mid,Online,97.82
2023-11-29 00:00:00,10,131.46,61.82,1314.6,Pants,Formal,Premium,Online,5.63
2023-01-26 00:00:00,6,70.89,41.85,425.34,Jacket,Sport,Premium,In-store,22.48
2023-07-05 00:00:00,1,74.92,32.46,74.92,Pants,Casual,Mid,Online,29.61
2023-03-05 00:00:00,12,73.06,40.1,876.72,Dress,Formal,Budget,Online,74.59
2024-12-29 00:00:00,2,17.31,11.9,34.62,Dress,Formal,Premium,In-store,94.96
2024-10-16 00:00:00,7,59.41,41.72,415.87,Shirt,Sport,Budget,Online,65.08
2024-05-28 00:00:00,7,109.13,68,763.91,Jacket,Sport,Premium,Online,73.57
2024-02-12 00:00:00,13,86.61,52.73,1125.93,Dress,Formal,Budget,Online,47.82
2024-01-15 00:00:00,7,116.27,66.88,813.89,Shirt,Formal,Mid,Online,78.02
2023-05-07 00:00:00,2,47.05,21.34,94.1,Dress,Sport,Budget,Online,54.21
2024-01-13 00:00:00,17,98.14,60.95,1668.38,Jacket,Sport,Mid,In-store,56.3
2023-10-18 00:00:00,20,97.14,51.69,1942.8,Dress,Casual,Premium,Online,40.15
2024-07-22 00:00:00,14,141.72,63.01,1984.08,Jacket,Sport,Premium,In-store,46.91
2023-05-07 00:00:00,9,51.44,24.24,462.96,Dress,Casual,Mid,Online,30.65
2024-08-21 00:00:00,4,144.5,88.04,578,Dress,Casual,Premium,In-store,51.59
2024-04-20 00:00:00,7,73,40.87,511,Pants,Sport,Premium,In-store,76.64
2023-12-13 00:00:00,1,139.74,94.92,139.74,Pants,Casual,Premium,Online,29.65
2024-05-19 00:00:00,18,20.16,17.02,362.88,Dress,Casual,Premium,Online,5.12
2024-02-23 00:00:00,12,42.23,21.67,506.76,Pants,Sport,Mid,Online,32.54
2023-08-09 00:00:00,16,22.77,14.01,364.32,Shirt,Sport,Premium,Online,71.6
2023-11-18 00:00:00,3,136.19,99.04,408.57,Dress,Formal,Budget,Online,16.09
2024-02-08 00:00:00,19,34.45,23.66,654.55,Dress,Formal,Premium,Online,73.7
2023-12-25 00:00:00,3,26.9,21.92,80.7,Shirt,Casual,Premium,In-store,48.57
2024-05-17 00:00:00,3,110.1,55.48,330.3,Shirt,Sport,Premium,In-store,87.86
2023-07-25 00:00:00,4,143.43,109.77,573.72,Jacket,Formal,Premium,Online,32.65
2023-09-18 00:00:00,5,137.89,58.95,689.45,Dress,Casual,Premium,In-store,91.26
2023-11-05 00:00:00,10,112.6,66.14,1126,Pants,Formal,Budget,Online,96.95
2023-01-21 00:00:00,9,34.37,28.79,309.33,Pants,Sport,Budget,In-store,74.35
2023-04-27 00:00:00,11,97.17,58.56,1068.87,Jacket,Casual,Mid,In-store,7.1
2024-11-08 00:00:00,7,102.93,70.05,720.51,Dress,Casual,Budget,In-store,25.95
2023-09-17 00:00:00,8,38.81,15.91,310.48,Jacket,Casual,Mid,Online,30.93
2024-06-18 00:00:00,2,57.26,24.9,114.52,Shirt,Sport,Premium,Online,98.94
2023-12-24 00:00:00,5,95.27,66.39,476.35,Dress,Casual,Budget,In-store,72.91
2023-12-07 00:00:00,18,55.87,32.9,1005.66,Shirt,Formal,Mid,Online,69.14
2023-05-02 00:00:00,20,28.39,16.61,567.8,Pants,Formal,Mid,Online,69.38
2024-01-23 00:00:00,17,69.92,46.88,1188.64,Jacket,Sport,Mid,In-store,5.81
2024-10-11 00:00:00,5,57.81,28.18,289.05,Jacket,Formal,Mid,In-store,56.49
2024-04-08 00:00:00,5,21.06,9.78,105.3,Dress,Formal,Mid,Online,45.45
2024-01-23 00:00:00,13,98.05,69.12,1274.65,Dress,Casual,Premium,Online,89.47
2024-07-22 00:00:00,4,131.62,93.54,526.48,Shirt,Casual,Mid,In-store,37.68
2024-07-31 00:00:00,13,13.6,10.89,176.8,Shirt,Sport,Premium,Online,33.17
2024-02-10 00:00:00,7,124,90.28,868,Dress,Sport,Budget,In-store,27.26
2023-02-04 00:00:00,9,125.62,88.68,1130.58,Jacket,Casual,Premium,In-store,70.67
2023-07-31 00:00:00,16,115.84,91.18,1853.44,Shirt,Sport,Budget,Online,34.95
2024-04-11 00:00:00,13,17.88,9.79,232.44,Jacket,Formal,Premium,Online,11.77
2024-03-07 00:00:00,4,70.15,43.81,280.6,Jacket,Formal,Premium,In-store,42.91
2023-06-24 00:00:00,16,38.29,26.6,612.64,Pants,Casual,Premium,Online,72.12
2023-09-04 00:00:00,1,95.71,43.3,95.71,Dress,Casual,Premium,Online,27.86
2023-10-24 00:00:00,14,128.21,99.6,1794.94,Pants,Casual,Budget,In-store,43.06
2023-12-16 00:00:00,17,106.45,77.19,1809.65,Dress,Sport,Budget,In-store,18.49
2023-01-14 00:00:00,17,44.52,28.96,756.84,Jacket,Formal,Premium,In-store,92.62
2023-05-11 00:00:00,7,64.04,26.15,448.28,Jacket,Formal,Premium,In-store,84.66
2024-07-16 00:00:00,14,70.4,52.45,985.6,Pants,Formal,Premium,In-store,76.05
2023-05-22 00:00:00,1,117.32,49.99,117.32,Shirt,Formal,Premium,Online,48.89
2024-06-03 00:00:00,18,54.42,33.21,979.56,Shirt,Formal,Budget,In-store,14.5
2024-05-11 00:00:00,2,22.52,17.88,45.04,Dress,Sport,Budget,Online,17.87
2023-03-20 00:00:00,10,6.46,4.07,64.6,Pants,Sport,Budget,In-store,15.39
2023-06-12 00:00:00,13,62.46,40.97,811.98,Jacket,Sport,Budget,Online,77.75
2024-03-31 00:00:00,6,50.19,39.84,301.14,Pants,Formal,Budget,Online,5.61
2023-05-08 00:00:00,4,23.23,11.08,92.92,Shirt,Casual,Premium,In-store,51.04
2024-04-07 00:00:00,7,55.53,35.13,388.71,Dress,Sport,Premium,In-store,52.96
2023-09-07 00:00:00,11,8.89,4.61,97.79,Pants,Sport,Mid,In-store,13.14
2024-05-05 00:00:00,20,100.64,81.48,2012.8,Pants,Casual,Mid,Online,35.52
2024-09-08 00:00:00,5,40.71,16.39,203.55,Pants,Casual,Premium,Online,56.86
2024-06-14 00:00:00,20,81.42,34.54,1628.4,Shirt,Casual,Premium,In-store,26.19
2023-10-13 00:00:00,13,57.77,23.68,751.01,Jacket,Casual,Premium,In-store,96.61
2024-11-16 00:00:00,4,37.82,26.7,151.28,Pants,Casual,Budget,Online,80.57
2024-06-03 00:00:00,5,109.46,61.84,547.3,Shirt,Sport,Mid,Online,81.78
2024-07-21 00:00:00,16,59.36,32.13,949.76,Dress,Formal,Premium,Online,42.78
2024-05-20 00:00:00,3,7.3,3.51,21.9,Dress,Formal,Premium,Online,87.32
2024-10-03 00:00:00,15,65.28,52.86,979.2,Jacket,Sport,Mid,Online,36.21
2024-11-14 00:00:00,17,32.03,19.34,544.51,Shirt,Formal,Budget,In-store,69.12
2023-07-28 00:00:00,5,89.87,55.25,449.35,Shirt,Formal,Budget,Online,19.61
2024-08-07 00:00:00,1,26.97,12.36,26.97,Dress,Casual,Mid,Online,47.79
2023-10-25 00:00:00,4,66.21,37.23,264.84,Dress,Sport,Budget,In-store,45.65
2023-07-15 00:00:00,15,73.02,52.8,1095.3,Jacket,Casual,Budget,In-store,19.58
2024-07-15 00:00:00,7,21.48,12.64,150.36,Dress,Formal,Mid,Online,95.71
2024-10-10 00:00:00,3,60.75,42.41,182.25,Jacket,Formal,Premium,In-store,86.78
2024-02-09 00:00:00,16,5.48,2.53,87.68,Shirt,Sport,Mid,Online,35.54
2023-05-06 00:00:00,14,98.89,55.9,1384.46,Jacket,Casual,Budget,Online,77.73
2023-12-14 00:00:00,17,35.69,22.8,606.73,Pants,Sport,Premium,In-store,95.95
2023-07-23 00:00:00,9,138.3,64.83,1244.7,Shirt,Sport,Mid,In-store,70.79
2023-02-04 00:00:00,4,49.9,31.09,199.6,Shirt,Casual,Premium,Online,61.82
2023-12-20 00:00:00,11,13.23,8.85,145.53,Jacket,Formal,Mid,In-store,47.1
2024-07-24 00:00:00,20,78.52,40.08,1570.4,Shirt,Formal,Mid,In-store,54.41
2023-05-07 00:00:00,3,107.26,82.42,321.78,Shirt,Casual,Mid,In-store,9.41
2023-08-04 00:00:00,20,21.1,12.91,422,Pants,Sport,Premium,In-store,65.55
2023-06-21 00:00:00,1,62.03,34.29,62.03,Shirt,Casual,Premium,In-store,35.13
2023-08-09 00:00:00,20,86.79,60.48,1735.8,Pants,Formal,Premium,In-store,53.04
2023-11-08 00:00:00,16,97.26,48.67,1556.16,Pants,Sport,Premium,In-store,80.44
2024-08-24 00:00:00,11,129.32,82.84,1422.52,Pants,Sport,Premium,In-store,8.85
2024-12-20 00:00:00,9,41.43,25.34,372.87,Shirt,Formal,Premium,Online,69.05
2023-07-06 00:00:00,16,40.93,29.77,654.88,Pants,Sport,Premium,Online,92.65
2024-10-24 00:00:00,8,98.3,68.16,786.4,Pants,Sport,Budget,In-store,49.84
2023-03-20 00:00:00,6,64.52,26.35,387.12,Jacket,Sport,Budget,Online,51.66
2024-05-23 00:00:00,6,100.21,58.93,601.26,Pants,Casual,Premium,Online,9.8
2023-12-25 00:00:00,15,33.73,13.91,505.95,Shirt,Formal,Budget,Online,67.14
2023-09-13 00:00:00,17,103.86,55.39,1765.62,Jacket,Formal,Premium,In-store,34.48
2024-10-23 00:00:00,3,144.16,113.36,432.48,Pants,Formal,Budget,Online,30.85
2024-03-17 00:00:00,1,108.38,87.52,108.38,Shirt,Casual,Budget,Online,99.88
2023-02-05 00:00:00,17,90.1,45.04,1531.7,Jacket,Sport,Premium,In-store,37.3
2023-02-04 00:00:00,18,144.81,62.65,2606.58,Pants,Casual,Mid,In-store,87.1
2024-04-24 00:00:00,19,28.52,17.86,541.88,Dress,Sport,Budget,In-store,64.68
2023-11-09 00:00:00,16,6.79,2.88,108.64,Shirt,Sport,Mid,Online,77.9
2023-12-25 00:00:00,20,23.37,14.81,467.4,Shirt,Casual,Mid,Online,13.79
2023-10-28 00:00:00,7,64.94,50.78,454.58,Shirt,Formal,Premium,In-store,35.17
2023-04-12 00:00:00,14,71.41,40.83,999.74,Pants,Formal,Budget,Online,37.75
2024-06-07 00:00:00,11,98.3,62.5,1081.3,Shirt,Casual,Premium,In-store,27.59
2023-04-16 00:00:00,11,38.41,22.85,422.51,Pants,Sport,Mid,In-store,5.64
2024-08-05 00:00:00,2,59.11,38.3,118.22,Dress,Sport,Mid,Online,9.83
2024-08-01 00:00:00,1,25.27,15.72,25.27,Jacket,Casual,Mid,Online,17.35
2023-09-07 00:00:00,2,119.22,67.04,238.44,Pants,Sport,Premium,In-store,72.56
2023-05-11 00:00:00,2,51.79,29.23,103.58,Pants,Formal,Premium,Online,46.01
2024-06-05 00:00:00,14,122.38,82.98,1713.32,Jacket,Sport,Budget,Online,78.04
2024-08-25 00:00:00,1,48.24,36.84,48.24,Shirt,Formal,Budget,In-store,39.95
2023-10-04 00:00:00,10,87.17,54.21,871.7,Dress,Casual,Budget,Online,61.05
2023-10-24 00:00:00,18,88.32,59.6,1589.76,Pants,Formal,Budget,In-store,65.03
2024-05-22 00:00:00,5,38.97,19.04,194.85,Shirt,Casual,Premium,Online,73.03
2023-04-07 00:00:00,17,49.5,28.49,841.5,Dress,Sport,Mid,Online,83.55
2023-08-17 00:00:00,17,17.92,11.36,304.64,Pants,Casual,Mid,Online,62.99
2024-07-12 00:00:00,1,121.82,94.36,121.82,Jacket,Casual,Premium,Online,61.25
2023-05-23 00:00:00,11,15.02,10.38,165.22,Dress,Formal,Budget,In-store,42.4
2023-01-11 00:00:00,1,26.01,10.67,26.01,Shirt,Casual,Mid,In-store,78.71
2024-04-06 00:00:00,19,141.03,112.58,2679.57,Jacket,Sport,Budget,In-store,20.7
2024-08-14 00:00:00,19,139.74,98.08,2655.06,Dress,Sport,Premium,Online,25.03
2023-09-08 00:00:00,6,56.79,39.98,340.74,Dress,Formal,Premium,In-store,30.32
2023-11-12 00:00:00,20,53.1,34.57,1062,Pants,Sport,Premium,Online,91.1
2024-01-12 00:00:00,11,118.37,52.07,1302.07,Shirt,Casual,Budget,In-store,15.02
2024-05-29 00:00:00,17,78.05,39.39,1326.85,Pants,Sport,Mid,Online,82.67
2024-11-18 00:00:00,14,46.52,25.14,651.28,Pants,Casual,Mid,In-store,93.77
2023-09-15 00:00:00,1,43.53,22.36,43.53,Dress,Formal,Budget,In-store,61.18
2024-06-25 00:00:00,6,144.96,82.92,869.76,Jacket,Formal,Budget,In-store,71.47
2024-05-10 00:00:00,10,91.78,64.35,917.8,Jacket,Casual,Premium,In-store,11.44
2024-10-01 00:00:00,15,101.87,61.71,1528.05,Pants,Casual,Budget,In-store,34.64
2023-08-13 00:00:00,16,35.96,18.45,575.36,Shirt,Casual,Premium,Online,16.44
2024-10-21 00:00:00,8,139.44,82.55,1115.52,Jacket,Sport,Premium,Online,74.55
2023-06-11 00:00:00,3,128.66,105.02,385.98,Shirt,Formal,Premium,Online,86.05
2024-03-06 00:00:00,13,147.62,73.82,1919.06,Shirt,Formal,Budget,Online,67.31
2024-07-06 00:00:00,14,95.15,47,1332.1,Shirt,Formal,Mid,In-store,92.61
2024-09-12 00:00:00,16,148.62,95.51,2377.92,Pants,Casual,Mid,In-store,33.92
2023-12-27 00:00:00,6,28.73,14.04,172.38,Shirt,Formal,Premium,Online,24.4
2023-12-06 00:00:00,1,106.14,48.94,106.14,Jacket,Casual,Mid,In-store,79.96
